"SAMPLE_NAME","OHSU-00001","OHSU-00002","OHSU-00003","OHSU-00004","OHSU-00005","OHSU-00006","OHSU-00007","OHSU-00008","OHSU-00009","OHSU-00010","OHSU-00011","OHSU-00012","OHSU-00013","OHSU-00014","OHSU-00015","OHSU-00016","OHSU-00017","OHSU-00018","OHSU-00019","OHSU-00020","OHSU-00021","OHSU-00022","OHSU-00023","OHSU-00024","OHSU-00025","OHSU-00026","OHSU-00027","OHSU-00028","OHSU-00029","OHSU-00030"
"phenylalanine",0.868475,0.7377,0.735922,0.884724,0.771735,0.75345,0.821374,0.658262,0.871642,0.854195,1.118168,0.810238,1.043296,1.378445,0.986521,0.906477,1.056542,1.179694,1.258098,1.417008,1.244401,1.017335,1.20098,1.070886,1.013479,0.949758,1.335794,0.977641,1.020944,1.313739
"phenylalanylphenylalanine",2.608078,1.023162,1.316109,1.053117,0.422936,0.888913,1.494078,0.422936,1.360223,1.118769,0.774773,0.721646,0.898849,0.850606,0.910956,1.389656,0.805228,0.903734,1.081789,0.835896,0.526645,1.228629,5.046893,1.246031,0.879722,0.95406,1,0.495882,1.2213,1.056223
"phenyllactate (PLA)",0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,0.542725,1,0.542725,2.417413,0.542725,0.542725,0.542725
"phosphate",1.319934,1.139306,0.798369,1.475695,1.191631,0.941677,1.285186,1.078466,1.314488,1.122225,1.074998,0.827045,0.718676,1.100107,0.864676,0.768504,0.811052,1.110182,1.054652,0.869249,0.824347,1.018179,0.929103,1.089373,0.683293,0.869192,0.981822,0.954788,1.085878,0.845454
"pipecolate",0.910742,1.140035,1.630471,1.350384,0.706364,0.885266,2.827626,1.18632,1.069407,1.142629,0.920679,1.016859,1.885912,1.032357,0.811029,0.829207,1.587365,0.763655,0.993913,1.233641,0.758494,0.745465,1.420913,0.697168,0.638498,0.639305,1.579176,0.358118,0.692442,1.006087
"pro-hydroxy-pro",1.262865,2.053272,2.5859,2.592772,1.00608,0.764609,0.063684,1.809846,1.583849,1.179949,0.738104,0.795695,0.879547,1.33508,0.745992,0.842895,0.063684,1.332032,0.999758,1.112778,0.784315,0.902347,1.000242,1.101695,0.700401,0.671085,0.063684,1.176509,0.814042,0.885899
"proline",1.260789,0.94263,0.788013,1.176549,0.956589,1.170957,0.751571,1.11691,1.191722,1.258015,0.913598,0.803894,1.109954,0.976695,0.92866,1.01229,0.64665,1.252988,1.072256,1.329844,0.984132,0.877623,1.11203,0.937614,1.020078,0.819406,1.025942,0.645029,0.98771,1.26155
"propionylcarnitine",0.965244,0.943168,0.433027,1.029067,0.760044,0.600441,0.691786,0.637926,0.531215,0.507165,1.638866,1.470985,0.710478,1.219014,1.694516,0.970933,1.111463,0.815941,0.903345,1.541549,2.266824,0.882725,1.419119,1.546193,3.049133,1.235968,4.575228,1.307443,0.907951,1.54194
"propionylglycine",1.962074,0.768649,0.680608,1.265339,0.830606,0.780524,0.680608,0.801672,0.680608,0.680608,1.139529,1.071393,0.680608,0.966182,1.019163,1.372918,0.680608,0.771089,0.980837,1.905757,1.174297,0.886555,0.680608,1.321791,1.712976,1.453563,2.31201,0.744144,0.885646,0.912795
"pseudouridine",1.270895,0.873593,1.131671,0.924987,1.014556,1.135087,0.974908,0.983212,0.998569,1.001431,1.120961,1.00355,1.196325,0.929872,1.036318,0.960462,1.158217,1.052635,0.9265,1.056732,1.063977,1.039477,1.269965,0.84427,0.793837,0.927643,0.977776,0.95334,0.963208,0.945747
"pyridoxate",0.741653,0.827532,0.685013,0.70912,0.758582,0.955381,0.996579,1.083379,0.616969,0.658412,1.23684,0.664141,0.921496,1.007194,1.16136,0.791378,1.466545,1.147152,1.061561,1.055702,1.221106,0.784257,1.422753,0.934462,1.33984,1.002291,2.217835,1.064351,0.997709,1.040151
"pyroglutamine*",2.890428,0.487409,0.756724,0.487409,1.905709,1.562714,0.487409,0.769488,0.487409,2.551541,2.612298,1.532365,0.487409,0.745066,0.790494,0.821171,0.487409,1.159322,0.487409,1.783167,2.520899,0.678184,0.92221,0.614015,0.487409,0.832084,0.487409,1.07779,0.70943,2.295738
"pyrophosphate (PPi)",1.236151,1.623971,0.159941,1.284988,0.424138,0.937713,0.960991,1.039009,0.359806,0.924996,0.577112,1.362848,1.152625,0.538653,0.87098,2.171442,1.608749,0.447833,1.310124,0.848592,0.792116,0.946962,1.45082,1.289693,1.266833,2.161091,0.665694,0.58059,1.199779,1.376601
"pyruvate",0.234988,0.400771,0.251281,0.234988,0.234988,0.606813,0.234988,0.600405,0.647978,0.234988,1.221166,0.734924,0.234988,0.973714,0.234988,1.010028,1.974648,0.836371,2.947017,1.16904,1.129559,0.299433,1.334859,1.015947,0.652848,0.989972,2.272658,1.506036,2.472745,2.497718
"ribitol",1.068667,0.522609,0.605865,0.639382,0.515906,0.515906,0.72179,1.08344,0.807477,0.96998,1.368475,1.196711,0.515906,1.002177,0.997823,1.049009,1.322275,1.349363,0.515906,0.647747,0.515906,1.248399,1.344222,0.752547,0.71536,0.515906,1.991939,0.698935,0.515906,1.150935
"serine",1.567496,0.453983,0.313921,0.862465,0.939443,0.761059,0.582895,1.128028,1.050936,1.111121,1.429107,0.463206,0.879056,1.032113,1.053442,1.338545,0.601677,0.856345,1.166235,1.050871,0.99429,0.530443,1.013083,0.485114,0.928216,1.00571,1.40937,0.573747,1.00746,1.222611
"serotonin (5HT)",0.571279,1.435505,0.44875,0.288355,2.08098,0.632709,0.288355,0.433813,0.294269,1.880227,0.863761,1.090059,0.859289,1.806478,1.133505,1.018453,1.832391,1.710009,1.416773,0.68758,0.600652,0.627861,1.428805,0.957235,1,0.732673,2.197007,0.544281,1.485094,3.183193
"sophorose",0.701387,0.752437,0.610445,1.52392,0.786507,0.43168,1.080375,0.559449,0.68818,1.199775,0.43168,1.379946,1.431002,0.747721,0.98163,1.202281,1,0.43168,0.43168,1.54585,1.169154,1.427057,2.330346,0.767956,1.13206,1.548098,0.744964,0.602377,0.43168,0.43168
"sorbitol",0.255938,0.255938,0.255938,0.255938,0.255938,0.255938,0.255938,0.255938,0.255938,0.379001,1.128369,1.388362,0.865717,1.373205,0.255938,2.041152,2.84182,2.200118,0.718006,0.36462,0.255938,1,0.807644,0.52311,0.255938,1.32559,1.721119,0.615943,0.255938,0.255938
"stachydrine",0.490223,0.490223,0.490223,0.490223,0.490223,0.490223,0.490223,0.490223,0.490223,0.490223,0.78169,0.94094,3.498486,1.005288,0.61132,0.490223,2.206523,1.252111,0.817813,1.277541,0.994712,2.602793,1.831836,1.212339,1.084919,0.569081,2.964348,0.493641,0.536963,0.689052
"stearate (18:0)",1.324215,1.615988,1.311182,1.710925,1.233986,1.471076,1.321771,1.518926,1.303665,1.468276,0.976488,1.117434,1.105593,0.725807,0.906905,1.013098,0.989749,0.746236,0.964256,0.706807,0.865385,0.794336,0.798765,0.952166,0.68493,1.188465,0.696447,0.81833,1.010251,0.852629
"stearidonate (18:4n3)",0.560934,1.302346,1.194791,1.150165,1.097551,1.307294,0.923508,1.432655,0.501865,1.179934,0.815619,1.569829,1.009552,0.764339,0.990448,0.624825,1.291393,0.808459,0.906445,0.940452,0.796869,1.261486,1.075291,1.289857,0.9783,1.219328,0.726234,0.481173,1.217666,0.894976
"stearoyl sphingomyelin",1.320135,0.875017,0.583961,1.682407,0.842823,0.975656,1.822775,0.436433,0.929787,1.079647,0.877742,0.786846,0.901697,1.358605,0.813186,1.282051,0.925292,1.115232,1.691891,0.74944,1.009786,0.772429,1.194228,1.316991,1.084123,1.543303,1.138867,0.990214,1.076305,0.852784
"stearoylcarnitine",0.509545,0.992195,1.110641,0.977816,1.014249,0.834855,0.578255,1.237347,1.177355,1.327581,0.509545,0.706257,1.402494,1.591094,0.509545,1.007805,0.532643,0.954319,0.607449,0.509545,1.598633,0.725427,0.509545,0.704257,1.015985,1.307094,1.04615,0.509545,0.863247,0.509545
"succinate",1.891398,1.874282,1.302929,0.554618,0.923793,1.860607,2.200891,2.790752,1.039338,1.117023,1.370821,0.578043,1.166301,0.830111,0.885425,0.634265,0.554618,1.38952,0.773573,0.897898,1,0.693314,1.094715,0.726089,0.98375,0.554618,0.892516,0.554618,1.003651,0.733349
"taurocholate",3.412722,0.355655,0.131693,0.295418,1.030905,0.579334,0.134181,0.131693,0.1904,0.177084,1.47493,2.986125,0.561704,0.757707,0.172985,2.391428,3.106233,2.683401,1.563213,0.554176,2.444627,0.732768,1.169584,3.388739,0.258575,2.103045,3.167232,1,1.11033,0.218452
"taurocholenate sulfate*",1.629146,0.737562,0.737562,3.287221,0.737562,1.412112,1.50909,1,0.737562,0.904155,1.223745,0.737562,0.737562,0.737562,0.737562,0.975268,0.737562,1.115151,0.737562,1.277575,0.938532,0.737562,1.092506,0.888304,0.737562,0.738649,0.737562,0.976874,0.939267,0.737562
"taurodeoxycholate",5.095006,0.453775,0.052416,1.012816,3.217687,1.516539,0.34883,0.341038,0.225433,1.458477,2.150949,1.205512,0.222144,0.647531,0.340957,2.993982,1.253678,1.015658,0.719368,1.200606,3.378827,0.987184,0.329205,2.666492,0.734643,2.289613,1.518119,0.933921,0.839124,0.895464
"taurolithocholate",4.649346,0.600736,0.215183,1.220027,4.030776,0.831861,0.902529,0.606023,0.284867,1.691534,1.391001,1.010173,0.215183,1.432821,1.046157,1.008083,1.462229,0.915821,0.696753,0.973127,1.962697,0.660383,0.348978,3.315216,0.412186,1.397184,1.453821,0.984273,1,0.907042
"taurolithocholate 3-sulfate",2.447388,0.991895,0.839202,1.042111,1.241079,0.839202,0.987526,0.839202,0.839202,0.842362,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202,1.008105,0.839202,0.839202,0.839202,0.839202,0.839202,0.839202
"tetradecanedioate",1.057162,1.84125,0.790206,1.050578,0.566652,1.187841,1,1.779539,0.992511,1.142808,0.566652,0.566652,0.628985,0.566652,0.566652,0.566652,0.566652,0.566652,0.566652,0.566652,0.583142,0.784514,0.566652,0.566652,0.566652,0.566652,0.566652,0.566652,0.566652,0.566652
"threonate",1.029176,1.034072,0.682722,0.878478,0.966774,0.46682,0.858253,0.631584,0.906058,0.500303,1.19221,1.024263,1.44065,0.982599,1.10924,0.72734,1.433273,1.017401,1.121336,0.471101,0.678881,1.276514,1.384891,1.136464,1.137157,0.638191,1.395355,0.819537,1.095107,0.49794
"threonine",0.816268,0.732147,1.041702,1.002489,0.640549,0.818511,0.741013,0.639143,0.86382,0.506742,1.252505,0.997511,1.042976,1.175743,1.088238,1.034642,0.899488,1.195598,1.081324,1.101316,1.64408,0.961578,1.426653,1.090713,0.911424,0.90703,1.191827,0.973812,0.962914,1.00912
"tigloylglycine",0.378431,0.314087,0.501363,0.348652,0.31732,0.314087,0.936624,0.32971,0.314087,0.314087,1.664987,1,1.915033,0.820302,0.319741,1.623438,1.80646,2.158749,1.211071,0.594582,1.087618,0.687818,1.375527,1.172091,0.314087,2.219207,0.854984,1.257038,1.670924,0.314087
"trans-4-hydroxyproline",1.173457,1.234124,1.19766,1.447057,0.888481,0.819076,1.432252,0.966244,1.28959,1.212336,1.135478,0.890574,1.217166,1.033756,0.670538,0.803616,0.761496,1.328023,1.301689,1.147722,0.590094,0.696504,0.926454,0.751518,0.727926,0.669014,0.697688,0.438598,1.067806,1.235649
"tryptophan",0.960336,0.630663,0.774932,0.864707,0.97496,1.022712,0.955538,0.771723,1.072458,0.943111,1.018633,0.6902,0.90724,1.182849,1.138858,0.981366,1.034695,1.138192,1.086516,1.341609,1.062651,0.674602,1.038398,0.950482,1.023013,0.971879,1.019587,0.947362,1.027753,1.334057
"tryptophan betaine ",0.498463,0.92019,1.477336,0.409466,1.307712,0.31847,1.07981,1.481294,0.399133,1.091393,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847,0.31847
"tyrosine",0.884874,0.82625,0.726383,1.252459,0.93618,0.808971,0.784768,0.851367,0.863173,0.858457,1.284872,0.89787,1.158953,1.871766,1.258,0.974935,1.050359,1.273694,0.965436,1.354526,1.415911,0.863038,1.187597,1.139818,1.256434,1.025065,1.414787,0.959908,0.901653,1.313316
"undecanoate (11:0)",0.901184,0.88405,1.141795,1.064999,0.786277,0.925081,1.234732,0.8906,0.981801,0.702044,0.702044,1.14002,1.124634,1,1.093582,0.867603,1.025875,0.904379,1.245635,0.79068,1.025866,1.143006,0.9686,1.297014,1.261942,0.986926,0.983379,1.311669,1.115039,0.925283
"urate",3.292257,1,0.41505,0.661102,2.977858,1.604111,1.482747,1.029293,0.41505,1.497435,1.308093,0.637158,1.238579,0.60294,0.41505,0.66358,1.819228,0.636288,0.41505,0.41505,0.786884,0.83708,2.751408,0.604634,0.41505,0.41505,0.41505,1.074458,0.649538,0.798592
"urea",1.067099,0.788544,0.534508,0.844403,1.011906,0.806973,1.069298,1.060997,0.883343,1.120989,1.284145,0.706332,0.95104,1.027082,1.049582,0.794563,1.501903,0.991518,1.007107,1.272063,0.817814,1.146061,0.861394,0.939852,0.969419,0.872447,1.737633,0.992893,1.057713,1.268019
"uridine",1.211934,1.249499,1.071445,0.982221,1.196279,1.138564,1.288021,1.030768,1.10683,1.133956,1.085206,1.002084,0.757699,0.842212,0.949685,0.952007,1.153159,0.947541,1.013563,0.997916,0.982685,1.047152,0.931428,0.791562,0.683613,1.027345,0.514619,0.743391,0.956887,0.897
"valerate",0.788908,0.788908,1,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,1.092466,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908,0.788908
"valerylcarnitine",0.684077,0.684077,0.684077,0.684077,0.684077,0.684077,0.684077,0.684077,0.684077,0.684077,0.684077,0.989644,2.417323,0.982607,0.684077,0.684077,3.495864,0.684077,1.025049,0.684077,0.684077,0.684077,1,1.778349,0.684077,0.684077,5.563481,0.768537,0.797465,0.684077
"valine",1.192167,1.007733,0.851793,0.883066,0.894142,0.86184,1.136597,0.84872,0.839813,1.17747,1.267764,0.840051,0.954249,1.0707,0.992267,0.875012,1.052158,1.27557,1.339714,1.12526,1.141026,1.032775,0.951771,1.033058,0.802331,0.946025,1.014802,0.945875,0.95869,1.069836
"xanthine",1.380704,0.222436,0.222436,1.195125,1.068584,0.222436,1.289,1.555796,1.503422,2.600617,0.753822,0.222436,0.615018,1,0.222436,1.100779,1.923798,0.222436,0.222436,1.048224,0.888416,0.337421,0.222436,0.666465,0.838446,1.477018,0.739135,0.559597,0.545176,0.809051
"XHWESASXXR*",1.046938,1.402306,1.695825,0.74389,1.324301,0.634993,0.338617,0.645354,0.649531,1.078132,1.218697,3.349828,2.432534,0.576918,2.731319,2.118964,0.771285,1.578958,1.301695,1.425368,0.411882,0.683047,0.17276,0.482817,0.359556,0.746305,0.17276,0.489292,1,1.056236
"xylitol",0.449554,0.23489,0.04627,0.354406,0.262093,0.04627,0.216906,0.069335,0.384987,0.04627,0.958476,4.285319,1.424249,1.502324,0.04627,2.594864,4.598202,3.532075,0.754633,0.312595,1,2.036479,1.281592,2.410218,0.229363,3.30328,2.120113,2.441339,1.041739,0.288243
"[H]HWESASLLR[OH]",2.338333,1.007955,0.751532,0.567216,1.892755,1.717649,0.228787,0.735825,0.98706,0.93164,1.58305,2.289503,1.564227,0.502085,1.559607,2.007512,0.992045,0.861824,1.490602,1.018221,0.671356,0.870519,1.829292,1.025152,0.664465,1.908289,0.419653,0.461265,1.205622,0.803014
